Order ID,Order Date,Order Status,ASIN,Product Name,Original Quantity,Unit Price,Total Amount,is_grocery,category,grocery_subcategory,year,year_month,is_returned,return_reasons,return_amount,is_refunded,refund_amount,refund_date,is_return_related_refund,reversal_reasons
114-9521217-1513018,2019-01-22 03:16:39+00:00,Closed,B07CGFSGJV,"Jessica Simpson Women's Rolled Crop Skinny Jean (4/27, Curzon)",1,13.07,17.06,False,Clothing & Shoes,,2019,2019-01-01,True,Too small,13.07,True,13.07,2019-02-02 00:24:49.085000+00:00,True,Customer return
112-8236511-7909053,2023-02-19 18:20:03+00:00,Closed,B003S4918M,Urnex Cafiza Espresso Machine Cleaning Tablets - 100 Count - Professional Espresso Machine Cleaner Barista Use,1,17.75,19.21,False,Home & Kitchen,,2023,2023-02-01,False,,,False,0.0,,False,
112-1280860-8611400,2025-03-28 23:49:54+00:00,Closed,B0DJVGZQW7,"eufy Indoor Cam E30, Latest Generation, 4K UHD Security Camera, Pet/Dog/Baby Camera with Phone app, Color Night Vision, Human/Pet Auto Tracking, 360 Pan-Tilt, Works with Homekit",1,49.99,54.11,False,Electronics & Accessories,,2025,2025-03-01,False,,,False,0.0,,False,
114-3496018-3891427,2019-05-27 20:10:55+00:00,Closed,B01I0SI1SG,"Syncwire 3.5mm Premium Aux Cable (3.3ft/1m, Hi-Fi Sound), Auxiliary Audio Cable Male to Male AUX Cord for Headphones, Car, Home Stereos, iPhone, iPad, iPod, Echo Dots, Smartphones & More - Black",1,5.49,5.65,False,Electronics & Accessories,,2019,2019-05-01,False,,,False,0.0,,False,
113-9903608-7854660,2017-12-24 20:38:00+00:00,Closed,B01M7NCT5O,Jaybird X3 Sport Bluetooth Headset for iPhone and Android - Blackout,1,79.99,86.59,False,Electronics & Accessories,,2017,2017-12-01,True,Defective/Does not work properly,86.59,True,86.59,2018-01-05 02:46:16+00:00,True,Customer return
113-0476223-4496259,2021-11-30 03:48:45+00:00,Closed,B091Y2KLZZ,Hisense ULED 4K Premium 55U6G Quantum Dot QLED Series 55-Inch Android Smart TV with Alexa Compatibility (2021 Model),1,499.0,534.76,False,Electronics & Accessories,,2021,2021-11-01,False,,,False,0.0,,False,
113-9867340-4219428,2021-07-08 05:02:01+00:00,Closed,B01D328BG6,"Philips Norelco OneBlade Hybrid Electric Trimmer and Shaver, FFP, QP2520/90",1,34.95,41.07,False,Electronics & Accessories,,2021,2021-07-01,False,,,False,0.0,,False,
114-4886280-0557850,2024-05-07 17:32:40+00:00,Closed,B076DDR998,"COSRX Clear Fit Master Patch, 18 Patches",1,4.47,4.84,False,Health & Beauty,,2024,2024-05-01,False,,,False,0.0,,False,
114-4886280-0557850,2024-05-07 17:32:40+00:00,Closed,B014SAB948,"COSRX Acne Pimple Patch (96 Count) Absorbing Hydrocolloid Spot Treatment Fast Healing, Blemish Cover, Three Sizes",1,13.85,14.99,False,Health & Beauty,,2024,2024-05-01,False,,,False,0.0,,False,
114-2811229-1473069,2019-01-21 07:41:33+00:00,Closed,B01N6GW8KN,"NYDJ Women's Petite Size Alina Skinny Convertible Ankle Jeans, Jet Stream, 4P",1,105.36,114.05,False,Clothing & Shoes,,2019,2019-01-01,True,Style not as expected,993.1199999999999,True,248.27999999999997,2019-01-31 18:50:44.905000+00:00,True,Customer return
112-1699869-7940243,2024-12-16 23:35:02+00:00,Closed,B076YV3P7K,"IRIS USA Cat Litter Box, Large Top Entry with Litter Catching Lid and Scoop, Dog Proof, Enclosed Cat Litter Box, Black/Gray",1,25.99,23.91,False,Pet Supplies,,2024,2024-12-01,False,,,False,0.0,,False,
114-4505536-0000207,2024-12-23 14:56:11+00:00,Closed,B06X15H5RH,"Nulo Freestyle Cat & Kitten Wet Pate Canned Cat Food, Premium All Natural Grain-Free, with 5 High Animal-Based Proteins and Vitamins to Support a Healthy Immune System and Lifestyle",1,44.28,43.14,False,Pet Supplies,,2024,2024-12-01,False,,,False,0.0,,False,
112-7650045-4161839,2024-08-24 21:52:46+00:00,Closed,B0DBWJ3QQ1,"Ringke Onyx [Compatible with MagSafe] Designed for Google Pixel 9 Case, Prevents Oily Smudges Feels Good in The Hand Non-Slip Enhanced Grip Precise Cutouts for Camera - Magnetic Black",1,19.99,21.64,False,Electronics & Accessories,,2024,2024-08-01,True,Unknown Reason,21.64,True,21.64,2024-09-06 07:04:04.240000+00:00,False,Shipping address is undeliverable
112-9795066-6202619,2025-12-19 01:39:14+00:00,Closed,B09YNBM1HM,"2 Set, 2 Tier Clear Organizer with Dividers for Cabinet, Shlef, Counter - MultiUse Slide-Out Storage Container - Kitchen, Pantry, Medicine Cupboard Bins, Bathroom, Vanity Makeup, Under Sink Organizing",1,29.99,32.46,False,Health & Beauty,,2025,2025-12-01,False,,,False,0.0,,False,
112-9795066-6202619,2025-12-19 01:39:14+00:00,Closed,B0D49L5NQT,"ELYKEN Corner Shower Caddy Standing, 3 Tier Rustproof Metal Shower Organizer with Soap Holder, Floor Shower Corner Shelf Rack Storage Stands with Adjustable Feet & 2 Hooks for Bathroom, White",1,31.99,34.63,False,Home & Kitchen,,2025,2025-12-01,False,,,False,0.0,,False,
112-9795066-6202619,2025-12-19 01:39:14+00:00,Closed,B0921Y3SCW,"DEKAVA Paper Towel Holder Under Cabinet Wall Mount for Kitchen Towel, Self-Adhesive Bar, Rack, SUS304 Stainless Steel 13 inch (BlackA, 1)",1,8.99,9.73,False,Home & Kitchen,,2025,2025-12-01,False,,,False,0.0,,False,
113-0364036-3713830,2020-09-11 15:30:48+00:00,Closed,B00G67FD6W,"Blackhole Litter Mat - Moonshuttle Rectangular Cat Litter Mat, 30 X 23-Inch, Dark Gray",1,34.95,37.83,False,Pet Supplies,,2020,2020-09-01,False,,,False,0.0,,False,
112-2200595-9535426,2021-05-18 01:13:49+00:00,Closed,B077TGBVBV,"The Hat Depot Kids Washed Low Profile Cotton and Denim Plain Baseball Cap Hat (6-9yrs, Black)",1,10.99,11.9,False,Clothing & Shoes,,2021,2021-05-01,False,,,False,0.0,,False,
113-1123519-2155420,2021-01-15 01:02:10+00:00,Closed,B00JF9ECR4,"FlipBelt Level Terrain Waist Pouch, Carbon, Small/26-29",1,20.8,22.52,False,Outdoors & Sporting,,2021,2021-01-01,False,,,False,0.0,,False,
112-2519638-3841869,2025-01-25 07:28:43+00:00,Closed,B0BYJJQT3Y,"HSYTEK 6 Pack Toothbrush Heads Dustproof Cover Compatible with Oral B, Fits for Oral-B iO Series, Pro 1000, 1500, 5000, 7500 Electric Toothbrush, Protects Brush Head and Convenient Travel",1,6.68,7.23,False,Health & Beauty,,2025,2025-01-01,False,,,False,0.0,,False,
112-6525056-4036256,2025-12-23 17:45:07+00:00,Closed,B0D9BBV4FZ,"amFilm Auto-Alignment OneTouch for iPhone 16 Pro [6.3''] Screen Protector + Camera Lens Protector, Tempered Glass, 30 seconds Installation, Bubble Free, Case Friendly, Anti-Scratch [2+2 Pack]",1,8.99,9.73,False,Electronics & Accessories,,2025,2025-12-01,True,Incompatible or not useful for intended purpose,9.73,True,9.73,2025-12-26 22:43:46.192000+00:00,True,Customer return
112-3336522-9138642,2025-12-23 17:45:07+00:00,Closed,B07RCNB2L3,"Kasa Smart Plug HS103P4, Smart Home Wi-Fi Outlet Works with Alexa, Echo, Google Home & IFTTT, No Hub Required, Remote Control, 15 Amp, UL Certified, 4-Pack, White",1,24.24,26.24,False,Electronics & Accessories,,2025,2025-12-01,True,No longer needed/wanted,26.24,True,26.24,2025-12-26 21:51:03.176000+00:00,True,Customer return
112-3032240-1555461,2025-05-16 00:39:41+00:00,Closed,B005JU5UMO,"BOSCH 19A ICON Premium Beam Wiper Blade; 19"" - Single",2,22.2,48.06,False,Home & Kitchen,,2025,2025-05-01,False,,,False,0.0,,False,
113-5115335-7419469,2024-07-26 18:23:18+00:00,Closed,B07D33DSZG,"INABA Churu Cat Treats, Grain-Free, Lickable, Squeezable Creamy Purée Cat Treat/Topper with Vitamin E & Taurine, 0.5 Ounces Each Tube, 10 Tubes Total/Two Flavors, Chicken Variety",2,5.82,3.4,False,Pet Supplies,,2024,2024-07-01,False,,,False,0.0,,False,
112-8985827-6752261,2022-07-06 03:37:26+00:00,Closed,B08F822PSJ,Weck Canning Jars 742 - Weck Mold Jars made of Transparent Glass - Eco-Friendly Canning Jar - Food Storage Containers with Lids Airtight - 1/2 Liter Jars Set - Pack of 4 Jars with Lids,1,30.98,31.86,False,Home & Kitchen,,2022,2022-07-01,False,,,False,0.0,,False,
110-8644735-3345029,2013-01-22 03:39:42+00:00,Closed,0674766911,The Return of Martin Guerre,1,7.18,11.17,False,Books & Media,,2013,2013-01-01,False,,,False,0.0,,False,
104-7301120-8243402,2016-03-18 02:34:52+00:00,Closed,B004PX4SLA,Japanese Squeezee Bottle Soy Sauce Pot Salad Dressing Bottle 12oz,1,5.25,5.25,False,Home & Kitchen,,2016,2016-03-01,False,,,False,0.0,,False,
105-6233538-5760213,2016-02-24 18:09:00+00:00,Closed,B007OWP35Y,"Chimes Mango Ginger Chews, 1lb Bag",1,12.82,12.82,False,Food & Snacks,,2016,2016-02-01,False,,,False,0.0,,False,
112-5738474-0484265,2023-09-05 22:21:36+00:00,Closed,B07JK7BV22,"Miusol Women's Formal Floral Lace Evening Party Maxi Dress (Medium, Magenta)",1,45.99,49.78,False,Clothing & Shoes,,2023,2023-09-01,True,No longer needed/wanted; Style not as expected,1536.6599999999999,True,170.74,2023-09-15 01:48:36.151000+00:00,True,Customer return
112-9158247-1281057,2021-11-18 22:42:02+00:00,Closed,B07W18MDD8,"jinchan Blackout Curtains Geometric Patterns Design Grommet Top Bedroom Window Curtains Room Darkening Thermal Insulated Drapes 95"" L Blue",1,31.99,34.63,False,Home & Kitchen,,2021,2021-11-01,False,,,False,0.0,,False,
112-3439320-0159451,2022-04-19 03:30:41+00:00,Closed,B08LG9XLX9,"Purelux Shower Arm 8 Inches Universal Replacement Made of Stainless Steel, Chrome Finish Flange Included",1,12.74,13.79,False,Home & Kitchen,,2022,2022-04-01,False,,,False,0.0,,False,
113-5434418-0944211,2024-10-04 19:42:03+00:00,Closed,B093V1GPG5,"Reebok womens CLUB C 85 VINTAGE,CHALK/ALABAS/GLEGRN,7.5",1,50.0,54.13,False,Clothing & Shoes,,2024,2024-10-01,False,,,False,0.0,,False,
112-8509911-3389833,2022-08-18 14:33:41+00:00,Closed,B09DSY4Z2T,"Filter Replacement for Tineco A10 A11 Hero A10/A11 Master PURE ONE S11 Series, S12, X Cordless Vacuum Cleaner (3 PACK)",1,14.99,16.23,False,Home & Kitchen,,2022,2022-08-01,False,,,False,0.0,,False,
111-8991014-1075441,2026-03-06 18:33:07+00:00,Closed,B0007GAWRS,"Escali Primo Digital Food Scale Multi-Functional Kitchen Scale and Baking Scale for Precise Weight Measuring and Portion Control, 8.5 x 6 x 1.5 inches, Chrome",1,25.0,27.06,False,Home & Kitchen,,2026,2026-03-01,False,,,False,0.0,,False,
113-4756203-4027446,2021-08-16 21:52:12+00:00,Closed,B08XWDFM6D,"JARDIN Dry Snorkel Set, Panoramic Wide View Snorkel Mask, Anti-Fog Tempered Glass Diving Mask, Free Breathing& Easy Adjustable Strap Scuba Mask, Professional Snorkeling Gear for Adults",1,24.99,25.7,False,Outdoors & Sporting,,2021,2021-08-01,False,,,False,0.0,,False,
113-4756203-4027446,2021-08-16 21:52:12+00:00,Closed,B0995CN5JL,"Reef Safe Sunscreen SPF 50 (2 Pack) - All Natural, Travel Size, Water Resistant, Moisturizing, Biodegradable, Broad Spectrum UVA/UVB Coral Friendly Mineral Sunblock from Reef Repair (2 x 1.7 fl.Oz)",1,19.95,19.95,False,Health & Beauty,,2021,2021-08-01,False,,,False,0.0,,False,
113-5376201-9639419,2020-09-30 21:21:32+00:00,Closed,B07DJW4WZC,Cyberpunk 2077 - Xbox One,1,49.94,54.06,False,Toys & Games,,2020,2020-09-01,True,Defective/Does not work properly,54.06,True,54.06,2020-12-21 21:54:19.562000+00:00,True,Customer return
112-9532552-7723414,2021-11-21 05:15:51+00:00,Closed,B07M7CTDL2,Linklike USB C to 3.5mm Audio Adapter and Charger 2-in-1 Headphone Adapter PD 60W Fast Charging Hi-Res Sound Compatible with Samsung S21 S20 Plus Note10 Google Pixel 5 4 XL iPad Pro 2018 2020 Adapter,1,18.99,20.56,False,Electronics & Accessories,,2021,2021-11-01,True,Defective/Does not work properly,41.12,True,20.56,2021-11-29 03:50:47.655000+00:00,True,Customer return
112-0314100-1757823,2019-12-30 07:46:35+00:00,Closed,1935305131,Magnetic Poetry - Bitch Kit - Words for Refrigerator - Write Poems and Letters on the Fridge - Made in the USA,1,12.95,14.02,False,Crafts & Hobby,,2019,2019-12-01,False,,,False,0.0,,False,
112-3882989-0982666,2026-02-10 05:36:13+00:00,Closed,B09Q27XB8Z,"[ Set of 2 Skeins ] SMC Catania Originals 100% Mercerized Cotton Yarn, Total 3.52 Oz. Each 1.76 Oz (50g) / 136 Yrds (125 m) Amigurumi Yarn Fine-Sport 2 (110 Black)",1,9.59,10.38,False,Crafts & Hobby,,2026,2026-02-01,False,,,False,0.0,,False,
112-6778897-1062601,2021-05-28 22:22:16+00:00,Closed,B07WCNYD62,Night Cat Backpacking Tent for One 1 to 2 Persons Lightweight Waterproof Camping Hiking Tent for Adults Kids Scouts Easy Setup Single Layer 2.2x1.2m,1,39.99,34.64,False,Outdoors & Sporting,,2021,2021-05-01,True,No longer needed/wanted,34.64,True,34.64,2021-06-09 20:02:37.403000+00:00,True,Customer return
112-0714224-4740241,2026-08-08 20:06:28.065000+00:00,Closed,B0D6YMSS6K,"amFilm Designed for Google Pixel 10 Pro /10/9 / 9 Pro 6.3"" Screen Protector",1,9.99,10.81,False,Electronics & Accessories,,2026,2026-08-01,False,,,False,0.0,,False,
111-4899369-5711448,2022-07-01 20:29:07+00:00,Closed,B07V36S1MM,"Helonge 2 Pack 28 Inch/700 Bicycle Tube, 700x25C-32C Race Tube, 48 mm Presta Valves, Compatible with 700x25C/28C/30C/32C(28x1-1.25) Bike Tire, Heavy Duty Cycle Tyre Inner Tube for MTB, Road, BMX Bike",1,14.99,16.23,False,Outdoors & Sporting,,2022,2022-07-01,False,,,False,0.0,,False,
111-4899369-5711448,2022-07-01 20:29:07+00:00,Closed,B003SUT6VS,"Dyna-Gro DYFOL008 Foliage Pro, 8 oz, White",1,11.99,12.98,False,Outdoors & Sporting,,2022,2022-07-01,False,,,False,0.0,,False,
114-0494006-1124248,2018-11-23 22:27:08+00:00,Closed,B00AWJC1LK,Factory New LG 42LH40 Remote Control Replacement,1,22.99,25.98,False,Electronics & Accessories,,2018,2018-11-01,False,,,False,0.0,,False,
114-5086532-1597853,2024-02-07 22:42:41+00:00,Closed,B00004OCNS,OXO Good Grips 11-Inch Balloon Whisk,1,10.95,11.85,False,Home & Kitchen,,2024,2024-02-01,False,,,False,0.0,,False,
112-7779618-0368249,2025-03-21 20:09:48+00:00,Closed,B0BV6HTPM1,"QEEIG C Table Side Table Set of 2 Living Room Sets C Shaped Couch Tray End Tables Farmhouse, Rustic Brown (017-30BN)",1,39.82,43.11,False,Home & Kitchen,,2025,2025-03-01,False,,,False,0.0,,False,
113-6917725-0657022,2019-09-14 19:17:11+00:00,Closed,B00L66LPXI,"Emerica Men's Wino Cruiser Skateboard Shoe, Black/Black, 6 M US",1,45.0,48.71,False,Clothing & Shoes,,2019,2019-09-01,True,Style not as expected,48.71,True,48.71,2019-09-30 16:45:32.739000+00:00,True,Customer return
113-6875873-3812215,2024-10-10 22:34:29+00:00,Closed,B07FVT35MJ,"sinotron Pumpkin Carving Kit - 4 Easy Halloween Pumpkin Carving Tools Set with 10 Stencils Patterns, Professional Heavy Duty Pumpkin Carving Knife for Family Party Halloween Decorations Decor",2,9.97,24.81,False,Home & Kitchen,,2024,2024-10-01,False,,,False,0.0,,False,
112-9856151-3757802,2021-06-03 06:33:43+00:00,Closed,B07ZM5HWYM,Night Cat Camping Lantern for Tent Bright Portable Lightweight LED Light,1,9.99,9.61,False,Electronics & Accessories,,2021,2021-06-01,True,Item never arrived,0.0,True,103.14,2021-06-11 01:25:20.112000+00:00,False,Item not received
112-9856151-3757802,2021-06-03 06:33:43+00:00,Closed,B07YFY14VL,Night Cat Backpacking Tent for 2 Persons Lightweight Waterproof Camping Tent for Hiking Mountaineering for Adults Kids Scouts Easy Setup Double Layers 2.2x1.3m,1,79.99,76.98,False,Outdoors & Sporting,,2021,2021-06-01,True,Item never arrived,0.0,True,103.14,2021-06-11 01:25:20.112000+00:00,False,Item not received
112-9856151-3757802,2021-06-03 06:33:43+00:00,Closed,B07MQJPVWD,"Trekology Ultralight Inflatable Camping Travel Pillow - ALUFT 2.0 Compressible, Compact, Comfortable, Ergonomic Inflating Pillows for Neck & Lumbar Support While Camp, Hiking, Backpacking",1,16.99,16.55,False,Home & Kitchen,,2021,2021-06-01,True,Item never arrived,0.0,True,103.14,2021-06-11 01:25:20.112000+00:00,False,Item not received
113-1164612-6420235,2018-07-15 04:14:33+00:00,Closed,B000I6537G,Birkenstock Arizona Women's Black Birko-Flor Sandal 37/Women's US Size 6-6.5,1,99.95,108.2,False,Clothing & Shoes,,2018,2018-07-01,True,Too large,76.95,True,76.95,2018-07-22 02:48:12.274000+00:00,True,Customer return
113-1164612-6420235,2018-07-15 04:14:33+00:00,Closed,B000I653AI,Birkenstock Unisex Arizona Black Sandals - 38 M EU / 7-7.5 B(M) US Women / 5-5.5 D(M) US Men,1,76.95,76.95,False,Clothing & Shoes,,2018,2018-07-01,True,Too large,76.95,True,76.95,2018-07-22 02:48:12.274000+00:00,True,Customer return
104-8122026-9769052,2017-01-11 02:11:47+00:00,Closed,B000G0KJG4,Nordic Ware Natural Aluminum Commercial Baker's Half Sheet,1,10.24,11.08,False,Home & Kitchen,,2017,2017-01-01,False,,,False,0.0,,False,
104-8122026-9769052,2017-01-11 02:11:47+00:00,Closed,B00OY91N90,"Top Rated Bellemain Cooling Rack - Baking Rack , Chef Quality 12 inch x 17 inch - Tight-Grid Design, Oven Safe, Fits Half Sheet Cookie Pan",1,10.95,10.95,False,Home & Kitchen,,2017,2017-01-01,False,,,False,0.0,,False,
112-2828509-5937849,2026-03-31 21:49:34+00:00,Closed,B0D8N1CX1N,"Cole Haan Women's Lana Lux Penny Loafers Remastered, Black Leather, 6.5-B US",1,147.52,159.69,False,Clothing & Shoes,,2026,2026-03-01,False,,,False,0.0,,False,
113-1175114-4381064,2020-04-06 00:39:14+00:00,Closed,B084G8H4TX,New York Puzzle Company - New Yorker Ghouls Rush in - 1000 Piece Jigsaw Puzzle,1,19.91,27.49,False,Toys & Games,,2020,2020-04-01,False,,,False,0.0,,False,
102-3497550-7553805,2012-03-25 22:49:16+00:00,Closed,0801474345,"The Caregiver: A Life With Alzheimer's, with new material (The Culture and Politics of Health Care Work)",1,15.71,15.71,False,Books & Media,,2012,2012-03-01,False,,,False,0.0,,False,
112-6851157-1712233,2021-06-03 06:33:43+00:00,Closed,B07YBWM448,"Osprey Packs Fairview 40 Women's Travel Backpack, Black, Small/Medium",1,159.95,173.15,False,Outdoors & Sporting,,2021,2021-06-01,False,,,False,0.0,,False,
114-4459248-3945056,2023-06-27 22:14:39+00:00,Closed,B08TCJTTQY,Naturejam NO MELT Sweet Snow Sugar 1 Pound Bulk Bag for Doughnuts and Pastries-White Sugar For Powdered Donuts Origin: Germany,1,14.95,14.95,False,Food & Snacks,,2023,2023-06-01,False,,,False,0.0,,False,
104-8806367-9850626,2016-04-14 02:28:40+00:00,Closed,B00GRFHXVQ,Lavatools Javelin Digital Instant Read Food and Meat Thermometer (Chipotle),1,24.99,24.99,False,Home & Kitchen,,2016,2016-04-01,False,,,False,0.0,,False,
104-2530429-1267427,2016-11-29 06:31:31+00:00,Closed,B005YR0F40,"Bonavita BV382510V Electric Kettle, Gooseneck Variable Temperature, 1.0L",1,57.37,62.1,False,Home & Kitchen,,2016,2016-11-01,False,,,False,0.0,,False,
106-2972071-2444262,2013-06-11 17:43:38+00:00,Closed,0205585841,"Created Equal: A History of the United States, Volume 2 (from 1865) (3rd Edition)",1,27.16,33.39,False,Books & Media,,2013,2013-06-01,False,,,False,0.0,,False,
